 36.300 |  36.400 | to |99%
 36.400 |  36.500 | move |99%
 36.500 |  36.800 | away |99%
 36.800 |  37.000 | from. |99%
 37.000 |  37.300 | I've |84%
 37.300 |  38.200 | assembled |99%
 38.200 |  38.500 | for |89%
 38.500 |  38.700 | your |99%
 38.700 |  39.200 | pleasure, |99%
 39.200 |  39.600 | his |79%
 39.600 |  39.900 | seven |99%
 39.900 |  40.300 | deadly |99%
 40.300 |  40.700 | sins |99%
 40.700 |  40.700 | of |99%
 40.700 |  41.200 | speaking. |99%
 41.200 |  41.700 | I'm |99%
 41.700 |  41.900 | not |99%
 41.900 |  42.200 | pretending |99%
 42.200 |  42.400 | this |99%
 42.400 |  42.600 | is |99%
 42.600 |  42.700 | an |99%
 42.700 |  43.300 | exhaustive |99%
 43.300 |  43.300 | list |99%
 43.300 |  44.200 | but |99%
 44.200 |  44.800 | these |93%
 44.800 |  45.100 | seven |95%
 45.100 |  45.200 | I |99%
 45.200 |  45.500 | think |98%
 45.500 |  45.600 | I'm |98%
 45.600 |  45.800 | pretty |99%
 45.800 |  46.200 | large. |99%
 46.200 |  47.400 | Haven't |65%
 47.400 |  47.500 | said |65%
 47.500 |  47.700 | we |99%
 47.700 |  48.000 | can |99%
 48.000 |  48.200 | all |99%
 48.200 |  48.300 | fit |99%
 48.300 |  48.600 | into |99%
 48.600 |  49.700 | first. |99%
 49.700 |  50.900 | Got |98%
 50.900 |  51.100 | it, |98%
 51.100 |  53.000 | if |98%
 53.000 |  53.200 | somebody |99%
 53.200 |  53.400 | who's |99%
 53.400 |  53.600 | not |99%
 53.600 |  54.000 | present, |97%
 54.000 |  55.000 | not |95%
 55.000 |  55.000 | a |100%
 55.000 |  55.300 | nice |99%
 55.300 |  55.600 | habit |97%
 55.600 |  55.800 | and |89%
 55.800 |  55.900 | we |99%
 55.900 |  56.100 | know |99%
 56.100 |  56.500 | perfectly |99%
 56.500 |  56.700 | well |99%
 56.700 |  56.700 | the |99%
 56.700 |  57.100 | person |99%
 57.100 |  57.200 | goes |99%
 57.200 |  57.300 | to |99%
 57.300 |  57.500 | paying |99%
 57.500 |  58.100 | 5 |99%
 58.100 |  58.300 | minutes |99%
 58.300 |  58.700 | later |86%
 58.700 |  59.200 | will |86%
 59.200 |  59.300 | be |99%
 59.300 |  59.700 | gossiping |93%
 59.700 |  59.800 | about |99%
 59.800 |  60.400 | us. |99%
 61.700 |  62.300 | Second. |78%
 13.900 |  14.300 | The |99%
 14.300 |  14.600 | human |99%
 14.600 |  14.700 | voice. |94%
 14.700 |  16.300 | It's |79%
 16.300 |  16.400 | the |78%
 16.400 |  16.600 | instrument. |97%
 16.600 |  17.000 | We |78%
 17.000 |  17.100 | will |85%
 17.100 |  17.400 | play. |99%
 18.400 |  18.900 | It's |99%
 18.900 |  18.900 | the |99%
 18.900 |  19.100 | most |99%
 19.100 |  19.500 | powerful |99%
 19.500 |  19.600 | sound |95%
 19.600 |  19.800 | in |94%
 19.800 |  19.900 | the |94%
 19.900 |  20.000 | world. |99%
 20.000 |  20.300 | Probably, |98%
 20.300 |  20.700 | it's |99%
 20.700 |  20.800 | the |99%
 20.800 |  20.900 | only |99%
 20.900 |  21.000 | one |99%
 21.000 |  21.100 | that |99%
 21.100 |  21.300 | can |99%
 21.300 |  21.600 | start |99%
 21.600 |  21.700 | a |99%
 21.700 |  22.000 | war |99%
 22.000 |  22.300 | or |99%
 22.300 |  22.600 | say |99%
 22.600 |  22.800 | I |99%
 22.800 |  23.100 | love |99%
 23.100 |  23.300 | you. |99%
 23.300 |  24.200 | And |99%
 24.200 |  24.400 | yet |99%
 24.400 |  24.600 | many |99%
 24.600 |  24.900 | people |99%
 24.900 |  25.000 | have |99%
 25.000 |  25.100 | the |99%
 25.100 |  25.400 | experience |99%
 25.400 |  25.600 | that |99%
 25.600 |  25.800 | when |99%
 25.800 |  26.000 | they |99%
 26.000 |  26.200 | speak |99%
 26.200 |  26.800 | people, |99%
 26.800 |  27.100 | don't |99%
 27.100 |  27.300 | listen |99%
 27.300 |  27.500 | to |99%
 27.500 |  27.700 | them. |99%
 27.700 |  28.700 | Why |99%
 28.700 |  28.900 | is |99%
 28.900 |  29.200 | that? |99%
 29.200 |  29.700 | How |99%
 29.700 |  29.800 | can |99%
 29.800 |  30.000 | we |99%
 30.000 |  30.200 | speak |99%
 30.200 |  30.300 | to |99%
 30.300 |  31.700 | make |99%
 31.700 |  32.200 | change |99%
 32.200 |  32.500 | in |99%
 32.500 |  32.700 | the |99%
 32.700 |  33.000 | world? |99%
 33.000 |  33.800 | But |91%
 33.800 |  33.900 | I |97%
 33.900 |  34.000 | like |99%
 34.000 |  34.200 | to |98%
 34.200 |  34.400 | suggest |99%
 34.400 |  34.800 | that |99%
 34.800 |  34.900 | we |99%
 34.900 |  36.300 | need |99%
 36.300 |  36.400 | to |99%
 36.400 |  36.500 | move |99%
 36.500 |  36.800 | away |99%
 36.800 |  37.000 | from. |99%
 37.000 |  37.300 | I've |84%
 37.300 |  38.200 | assembled |99%
 38.200 |  38.500 | for |89%
 38.500 |  38.700 | your |99%
 38.700 |  39.200 | pleasure, |99%
 39.200 |  39.600 | his |79%
 39.600 |  39.900 | seven |99%
 39.900 |  40.300 | deadly |99%
 40.300 |  40.700 | sins |99%
 40.700 |  40.700 | of |99%
 40.700 |  41.200 | speaking. |99%
 41.200 |  41.700 | I'm |99%
 41.700 |  41.900 | not |99%
 41.900 |  42.200 | pretending |99%
 42.200 |  42.400 | this |99%
 42.400 |  42.600 | is |99%
 42.600 |  42.700 | an |99%
 42.700 |  43.300 | exhaustive |99%
 43.300 |  43.300 | list |99%
 43.300 |  44.200 | but |99%
 44.200 |  44.800 | these |93%
 44.800 |  45.100 | seven |95%
 45.100 |  45.200 | I |99%
 45.200 |  45.500 | think |98%
 45.500 |  45.600 | I'm |98%
 45.600 |  45.800 | pretty |99%
 45.800 |  46.200 | large. |99%
 46.200 |  47.400 | Haven't |65%
 47.400 |  47.500 | said |65%
 47.500 |  47.700 | we |99%
 47.700 |  48.000 | can |99%
 48.000 |  48.200 | all |99%
 48.200 |  48.300 | fit |99%
 48.300 |  48.600 | into |99%
 48.600 |  49.700 | first. |99%
 49.700 |  50.900 | Got |98%
 50.900 |  51.100 | it, |98%
 51.100 |  53.000 | if |98%
 53.000 |  53.200 | somebody |99%
 53.200 |  53.400 | who's |99%
 53.400 |  53.600 | not |99%
 53.600 |  54.000 | present, |97%
 54.000 |  55.000 | not |95%
 55.000 |  55.000 | a |100%
 55.000 |  55.300 | nice |99%
 55.300 |  55.600 | habit |97%
 55.600 |  55.800 | and |89%
 55.800 |  55.900 | we |99%
 55.900 |  56.100 | know |99%
 56.100 |  56.500 | perfectly |99%
 56.500 |  56.700 | well |99%
 56.700 |  56.700 | the |99%
 56.700 |  57.100 | person |99%
 57.100 |  57.200 | goes |99%
 57.200 |  57.300 | to |99%
 57.300 |  57.500 | paying |99%
 57.500 |  58.100 | 5 |99%
 58.100 |  58.300 | minutes |99%
 58.300 |  58.700 | later |86%
 58.700 |  59.200 | will |86%
 59.200 |  59.300 | be |99%
 59.300 |  59.700 | gossiping |93%
 59.700 |  59.800 | about |99%
 59.800 |  60.400 | us. |99%
 61.700 |  62.300 | Second. |78%
 13.900 |  14.300 | The |99%
 14.300 |  14.600 | human |99%
 14.600 |  14.700 | voice. |94%
 14.700 |  16.300 | It's |79%
 16.300 |  16.400 | the |78%
 16.400 |  16.600 | instrument. |97%
 16.600 |  17.000 | We |78%
 17.000 |  17.100 | will |85%
 17.100 |  17.400 | play. |99%
 18.400 |  18.900 | It's |99%
 18.900 |  18.900 | the |99%
 18.900 |  19.100 | most |99%
 19.100 |  19.500 | powerful |99%
 19.500 |  19.600 | sound |95%
 19.600 |  19.800 | in |94%
 19.800 |  19.900 | the |94%
 19.900 |  20.000 | world. |99%
 20.000 |  20.300 | Probably, |98%
 20.300 |  20.700 | it's |99%
 20.700 |  20.800 | the |99%
 20.800 |  20.900 | only |99%
 20.900 |  21.000 | one |99%
 21.000 |  21.100 | that |99%
 21.100 |  21.300 | can |99%
 21.300 |  21.600 | start |99%
 21.600 |  21.700 | a |99%
 21.700 |  22.000 | war |99%
 22.000 |  22.300 | or |99%
 22.300 |  22.600 | say |99%
 22.600 |  22.800 | I |99%
 22.800 |  23.100 | love |99%
 23.100 |  23.300 | you. |99%
 23.300 |  24.200 | And |99%
 24.200 |  24.400 | yet |99%
 24.400 |  24.600 | many |99%
 24.600 |  24.900 | people |99%
 24.900 |  25.000 | have |99%
 25.000 |  25.100 | the |99%
 25.100 |  25.400 | experience |99%
 25.400 |  25.600 | that |99%
 25.600 |  25.800 | when |99%
 25.800 |  26.000 | they |99%
 26.000 |  26.200 | speak |99%
 26.200 |  26.800 | people, |99%
 26.800 |  27.100 | don't |99%
 27.100 |  27.300 | listen |99%
 27.300 |  27.500 | to |99%
 27.500 |  27.700 | them. |99%
 27.700 |  28.700 | Why |99%
 28.700 |  28.900 | is |99%
 28.900 |  29.200 | that? |99%
 29.200 |  29.700 | How |99%
 29.700 |  29.800 | can |99%
 29.800 |  30.000 | we |99%
 30.000 |  30.200 | speak |99%
 30.200 |  30.300 | to |99%
 30.300 |  31.700 | make |99%
 31.700 |  32.200 | change |99%
 32.200 |  32.500 | in |99%
 32.500 |  32.700 | the |99%
 32.700 |  33.000 | world? |99%
 33.000 |  33.800 | But |91%
 33.800 |  33.900 | I |97%
 33.900 |  34.000 | like |99%
 34.000 |  34.200 | to |98%
 34.200 |  34.400 | suggest |99%
 34.400 |  34.800 | that |99%
 34.800 |  34.900 | we |99%
 34.900 |  36.300 | need |99%
 36.300 |  36.400 | to |99%
 36.400 |  36.500 | move |99%
 36.500 |  36.800 | away |99%
 36.800 |  37.000 | from. |99%
 37.000 |  37.300 | I've |84%
 37.300 |  38.200 | assembled |99%
 38.200 |  38.500 | for |89%
 38.500 |  38.700 | your |99%
 38.700 |  39.200 | pleasure, |99%
 39.200 |  39.600 | his |79%
 39.600 |  39.900 | seven |99%
 39.900 |  40.300 | deadly |99%
 40.300 |  40.700 | sins |99%
 40.700 |  40.700 | of |99%
 40.700 |  41.200 | speaking. |99%
 41.200 |  41.700 | I'm |99%
 41.700 |  41.900 | not |99%
 41.900 |  42.200 | pretending |99%
 42.200 |  42.400 | this |99%
 42.400 |  42.600 | is |99%
 42.600 |  42.700 | an |99%
 42.700 |  43.300 | exhaustive |99%
 43.300 |  43.300 | list |99%
 43.300 |  44.200 | but |99%
 44.200 |  44.800 | these |93%
 44.800 |  45.100 | seven |95%
 45.100 |  45.200 | I |99%
 45.200 |  45.500 | think |98%
 45.500 |  45.600 | I'm |98%
 45.600 |  45.800 | pretty |99%
 45.800 |  46.200 | large. |99%
 46.200 |  47.400 | Haven't |65%
 47.400 |  47.500 | said |65%
 47.500 |  47.700 | we |99%
 47.700 |  48.000 | can |99%
 48.000 |  48.200 | all |99%
 48.200 |  48.300 | fit |99%
 48.300 |  48.600 | into |99%
 48.600 |  49.700 | first. |99%
 49.700 |  50.900 | Got |98%
 50.900 |  51.100 | it, |98%
 51.100 |  53.000 | if |98%
 53.000 |  53.200 | somebody |99%
 53.200 |  53.400 | who's |99%
 53.400 |  53.600 | not |99%
 53.600 |  54.000 | present, |97%
 54.000 |  55.000 | not |95%
 55.000 |  55.000 | a |100%
 55.000 |  55.300 | nice |99%
 55.300 |  55.600 | habit |97%
 55.600 |  55.800 | and |89%
 55.800 |  55.900 | we |99%
 55.900 |  56.100 | know |99%
 56.100 |  56.500 | perfectly |99%
 56.500 |  56.700 | well |99%
 56.700 |  56.700 | the |99%
 56.700 |  57.100 | person |99%
 57.100 |  57.200 | goes |99%
 57.200 |  57.300 | to |99%
 57.300 |  57.500 | paying |99%
 57.500 |  58.100 | 5 |99%
 58.100 |  58.300 | minutes |99%
 58.300 |  58.700 | later |86%
 58.700 |  59.200 | will |86%
 59.200 |  59.300 | be |99%
 59.300 |  59.700 | gossiping |93%
 59.700 |  59.800 | about |99%
 59.800 |  60.400 | us. |99%
 61.700 |  62.300 | Second. |78%
 13.900 |  14.300 | The |99%
 14.300 |  14.600 | human |99%
 14.600 |  14.700 | voice. |94%
 14.700 |  16.300 | It's |79%
 16.300 |  16.400 | the |78%
 16.400 |  16.600 | instrument. |97%
 16.600 |  17.000 | We |78%
 17.000 |  17.100 | will |85%
 17.100 |  17.400 | play. |99%
 18.400 |  18.900 | It's |99%
 18.900 |  18.900 | the |99%
 18.900 |  19.100 | most |99%
 19.100 |  19.500 | powerful |99%
 19.500 |  19.600 | sound |95%
 19.600 |  19.800 | in |94%
 19.800 |  19.900 | the |94%
 19.900 |  20.000 | world. |99%
 20.000 |  20.300 | Probably, |98%
 20.300 |  20.700 | it's |99%
 20.700 |  20.800 | the |99%
 20.800 |  20.900 | only |99%
 20.900 |  21.000 | one |99%
 21.000 |  21.100 | that |99%
 21.100 |  21.300 | can |99%
 21.300 |  21.600 | start |99%
 21.600 |  21.700 | a |99%
 21.700 |  22.000 | war |99%
 22.000 |  22.300 | or |99%
 22.300 |  22.600 | say |99%
 22.600 |  22.800 | I |99%
 22.800 |  23.100 | love |99%
 23.100 |  23.300 | you. |99%
 23.300 |  24.200 | And |99%
 24.200 |  24.400 | yet |99%
 24.400 |  24.600 | many |99%
 24.600 |  24.900 | people |99%
 24.900 |  25.000 | have |99%
 25.000 |  25.100 | the |99%
 25.100 |  25.400 | experience |99%
 25.400 |  25.600 | that |99%
 25.600 |  25.800 | when |99%
 25.800 |  26.000 | they |99%
 26.000 |  26.200 | speak |99%
 26.200 |  26.800 | people, |99%
 26.800 |  27.100 | don't |99%
 27.100 |  27.300 | listen |99%
 27.300 |  27.500 | to |99%
 27.500 |  27.700 | them. |99%
 27.700 |  28.700 | Why |99%
 28.700 |  28.900 | is |99%
 28.900 |  29.200 | that? |99%
 29.200 |  29.700 | How |99%
 29.700 |  29.800 | can |99%
 29.800 |  30.000 | we |99%
 30.000 |  30.200 | speak |99%
 30.200 |  30.300 | to |99%
 30.300 |  31.700 | make |99%
 31.700 |  32.200 | change |99%
 32.200 |  32.500 | in |99%
 32.500 |  32.700 | the |99%
 32.700 |  33.000 | world? |99%
 33.000 |  33.800 | But |91%
 33.800 |  33.900 | I |97%
 33.900 |  34.000 | like |99%
 34.000 |  34.200 | to |98%
 34.200 |  34.400 | suggest |99%
 34.400 |  34.800 | that |99%
 34.800 |  34.900 | we |99%
 34.900 |  36.300 | need |99%
 36.300 |  36.400 | to |99%
 36.400 |  36.500 | move |99%
 36.500 |  36.800 | away |99%
 36.800 |  37.000 | from. |99%
 37.000 |  37.300 | I've |84%
 37.300 |  38.200 | assembled |99%
 38.200 |  38.500 | for |89%
 38.500 |  38.700 | your |99%
 38.700 |  39.200 | pleasure, |99%
 39.200 |  39.600 | his |79%
 39.600 |  39.900 | seven |99%
 39.900 |  40.300 | deadly |99%
 40.300 |  40.700 | sins |99%
 40.700 |  40.700 | of |99%
 40.700 |  41.200 | speaking. |99%
 41.200 |  41.700 | I'm |99%
 41.700 |  41.900 | not |99%
 41.900 |  42.200 | pretending |99%
 42.200 |  42.400 | this |99%
 42.400 |  42.600 | is |99%
 42.600 |  42.700 | an |99%
 42.700 |  43.300 | exhaustive |99%
 43.300 |  43.300 | list |99%
 43.300 |  44.200 | but |99%
 44.200 |  44.800 | these |93%
 44.800 |  45.100 | seven |95%
 45.100 |  45.200 | I |99%
 45.200 |  45.500 | think |98%
 45.500 |  45.600 | I'm |98%
 45.600 |  45.800 | pretty |99%
 45.800 |  46.200 | large. |99%
 46.200 |  47.400 | Haven't |65%
 47.400 |  47.500 | said |65%
 47.500 |  47.700 | we |99%
 47.700 |  48.000 | can |99%
 48.000 |  48.200 | all |99%
 48.200 |  48.300 | fit |99%
 48.300 |  48.600 | into |99%
 48.600 |  49.700 | first. |99%
 49.700 |  50.900 | Got |98%
 50.900 |  51.100 | it, |98%
 51.100 |  53.000 | if |98%
 53.000 |  53.200 | somebody |99%
 53.200 |  53.400 | who's |99%
 53.400 |  53.600 | not |99%
 53.600 |  54.000 | present, |97%
 54.000 |  55.000 | not |95%
 55.000 |  55.000 | a |100%
 55.000 |  55.300 | nice |99%
 55.300 |  55.600 | habit |97%
 55.600 |  55.800 | and |89%
 55.800 |  55.900 | we |99%
 55.900 |  56.100 | know |99%
 56.100 |  56.500 | perfectly |99%
 56.500 |  56.700 | well |99%
 56.700 |  56.700 | the |99%
 56.700 |  57.100 | person |99%
 57.100 |  57.200 | goes |99%
 57.200 |  57.300 | to |99%
 57.300 |  57.500 | paying |99%
 57.500 |  58.100 | 5 |99%
 58.100 |  58.300 | minutes |99%
 58.300 |  58.700 | later |86%
 58.700 |  59.200 | will |86%
 59.200 |  59.300 | be |99%
 59.300 |  59.700 | gossiping |93%
 59.700 |  59.800 | about |99%
 59.800 |  60.400 | us. |99%
 61.700 |  62.300 | Second. |78%
